DEPOT,CODE,TYPE,GROUP,TEU,STATUS,FOODGRADE,IDLEDAYS,LEASECONTRACT,OWNERSHIP,SOC,BUILDDATE
DEHAM002,SCMU4086499,40RH,REEFER,2,Not Blocked,yes,82,C88554021,Leased,no,17/05/2016
DEHAM002,HLBU1126385,40RH,REEFER,2,Not Blocked,yes,50,C33231670,Leased,no,24/04/1984
DEHAM002,MSAU7490907,40RH,REEFER,2,Not Blocked,no,14,C13449298,Leased,no,16/09/2005
DEHAM002,SCMU7136842,40RH,REEFER,2,Not Blocked,yes,46,C88068387,Leased,no,16/04/2001
DEHAM002,HLBU1276271,40RH,REEFER,2,Not Blocked,no,96,C28801148,Leased,no,04/05/2013
DEHAM002,HAMU3717701,40RH,REEFER,2,Not Blocked,no,75,C57274605,Leased,no,12/09/1999
DEHAM002,CSNU7020123,40RH,REEFER,2,Not Blocked,no,94,C38572499,Leased,no,11/11/2016
DEHAM002,MSAU7196022,40RH,REEFER,2,Not Blocked,no,34,C81693867,Leased,no,19/04/2000
DEHAM002,MSAU8491171,40RH,REEFER,2,Not Blocked,yes,10,C46997409,Leased,no,20/02/1983
DEHAM002,CSQU4947792,40RH,REEFER,2,Not Blocked,no,67,C41405540,Leased,no,03/08/1983
DEHAM002,MRKU5368122,40RH,REEFER,2,Damaged,no,10,C87830522,Leased,no,03/08/2016
DEHAM002,TLEU8812929,40RH,REEFER,2,Damaged,yes,17,C36059045,Leased,no,11/05/2009
DEHAM002,HAMU7982129,40RH,REEFER,2,Not Blocked,yes,52,C21786857,Leased,no,14/08/2003
DEHAM002,MRKU3906711,40RH,REEFER,2,Not Blocked,no,29,C12462752,Leased,no,09/05/1979
DEHAM002,MRKU4948492,40RH,REEFER,2,Not Blocked,no,22,C20088872,Leased,no,22/07/2017
DEHAM002,TLEU7184439,40RH,REEFER,2,Not Blocked,yes,96,C95285640,Leased,no,19/02/2011
DEHAM002,MSWU7197402,40RH,REEFER,2,Not Blocked,no,29,C33862132,Leased,no,30/06/2002
DEHAM002,SCMU9318571,40RH,REEFER,2,Not Blocked,no,64,C39233272,Leased,no,09/02/2013
DEHAM002,HAMU1235640,40RH,REEFER,2,Not Blocked,yes,40,C34915781,Leased,no,05/07/1984
DEHAM002,HLBU4996052,45RH,REEFER,2,Not Blocked,yes,38,C23445474,Leased,no,08/09/1989
DEHAM002,HLBU2294955,45RH,REEFER,2,Not Blocked,no,5,C80272592,Leased,no,10/05/1999
DEHAM002,HLBU4995512,45RH,REEFER,2,Not Blocked,no,85,C53523334,Leased,no,27/07/2014
DEHAM002,HPJU7001812,45RH,REEFER,2,Damaged,no,17,C44153604,Leased,no,03/02/1979
DEHAM002,COZU4710095,45RH,REEFER,2,Not Blocked,no,21,C93053148,Leased,no,16/12/1985
DEHAM002,CJYU3024989,45RH,REEFER,2,Out of Fleet,yes,61,C91272127,Leased,no,01/08/2010
DEHAM002,HLBU1250319,45RH,REEFER,2,Not Blocked,yes,20,C88117207,Leased,no,18/09/1981
DEHAM002,MSWU1272898,45RH,REEFER,2,Not Blocked,yes,63,C29970117,Leased,no,03/02/2017
DEHAM002,HAMU5157749,45RH,REEFER,2,Not Blocked,no,84,C31865373,Leased,no,01/07/2012
DEHAM002,ITAU1295112,45RH,REEFER,2,Not Blocked,no,15,C66082113,Leased,no,22/03/1999
DEHAM002,MSWU8577171,45RH,REEFER,2,Not Blocked,yes,49,C76515887,Leased,no,04/05/2006
DEHAM002,HLXU1241683,45RH,REEFER,2,Out of Fleet,yes,46,C91376189,Leased,no,02/10/2008
DEHAM002,HLBU4497487,45RH,REEFER,2,Not Blocked,yes,19,C66635528,Leased,no,31/07/1986
DEHAM002,HAMU4401275,45RH,REEFER,2,Not Blocked,no,42,C32490308,Leased,no,11/07/2015
DEHAM002,HPJU1017194,45RH,REEFER,2,Not Blocked,yes,1,C61280364,Leased,no,11/02/2015
DEHAM002,HLXU7146293,45RH,REEFER,2,Not Blocked,yes,82,C56167181,Leased,no,08/07/1993
DEHAM002,COZU8127086,45RH,REEFER,2,Damaged,yes,51,C25060429,Leased,no,27/04/1995
DEHAM002,ITAU9734977,45RH,REEFER,2,Not Blocked,no,84,C82113949,Leased,no,27/04/2017
DEHAM002,MSWU1492212,20OT,OPEN_TOP,1,Not Blocked,no,73,C72486788,Leased,no,28/03/2004
DEHAM002,TLEU4953734,20OT,OPEN_TOP,1,Not Blocked,no,62,C92143475,Leased,no,19/01/2016
DEHAM002,HAMU9654950,20OT,OPEN_TOP,1,Not Blocked,no,93,C86229692,Leased,no,01/03/1979
DEHAM002,MSFU4993559,20OT,OPEN_TOP,1,Not Blocked,yes,89,C34009792,Leased,no,25/05/2011
DEHAM002,CSNU6209498,20OT,OPEN_TOP,1,Not Blocked,no,6,C92825553,Leased,no,21/10/1996
DEHAM002,CJYU8715128,20OT,OPEN_TOP,1,Not Blocked,no,41,C33446007,Leased,no,17/11/1979
DEHAM002,HAMU1591127,20OT,OPEN_TOP,1,Not Blocked,yes,98,C40946577,Leased,no,07/03/1996
DEHAM002,MRKU1549804,20OT,OPEN_TOP,1,Not Blocked,yes,31,C74139983,Leased,no,20/09/2011
DEHAM002,HLXU8064149,20OT,OPEN_TOP,1,Not Blocked,no,74,C28436069,Leased,no,04/12/1995
DEHAM002,COZU2532123,20OT,OPEN_TOP,1,Not Blocked,yes,11,C95657017,Leased,no,26/12/1995
DEHAM002,HAMU2481259,20OT,OPEN_TOP,1,Out of Fleet,no,91,C69908526,Leased,no,07/02/2004
DEHAM002,CSQU9715143,20OT,OPEN_TOP,1,Not Blocked,yes,80,C47399272,Leased,no,12/11/2006
DEHAM002,CJYU9267156,20OT,OPEN_TOP,1,Not Blocked,no,69,C30778391,Leased,no,23/02/2018
DEHAM002,SCMU8492892,20OT,OPEN_TOP,1,Not Blocked,no,74,C92589563,Leased,no,26/07/2000
DEHAM002,ITAU3269012,20OT,OPEN_TOP,1,Not Blocked,yes,5,C51229123,Leased,no,06/12/1991
DEHAM002,SCMU2358498,20OT,OPEN_TOP,1,Not Blocked,no,57,C71099963,Leased,no,01/07/2019
DEHAM002,CJYU1812974,40OT,OPEN_TOP,2,Damaged,no,91,C50692566,Leased,no,11/04/1994
DEHAM002,HPJU2671563,40OT,OPEN_TOP,2,Not Blocked,no,31,C92343257,Leased,no,27/12/2017
DEHAM002,COZU9668711,40OT,OPEN_TOP,2,Not Blocked,yes,0,C45382425,Leased,no,06/03/2012
DEHAM002,HAMU8697249,40OT,OPEN_TOP,2,Out of Fleet,no,13,C69421501,Leased,no,01/12/1980
DEHAM002,MRKU3712665,40OT,OPEN_TOP,2,Not Blocked,no,33,C57100088,Leased,no,03/07/1999
DEHAM002,COZU4730498,40OT,OPEN_TOP,2,Not Blocked,yes,96,C23874203,Leased,no,27/08/1996
DEHAM002,MSWU1375249,20PC,FLAT-RACK,1,Out of Fleet,yes,13,C38622163,Leased,no,02/05/1995
DEHAM002,HLBU5270499,20PC,FLAT-RACK,1,Not Blocked,yes,57,C79643335,Leased,no,24/03/1984
DEHAM002,HLBU6781288,20PC,FLAT-RACK,1,Damaged,yes,42,C74422231,Leased,no,30/11/2015
DEHAM002,TLEU4937500,20PC,FLAT-RACK,1,Not Blocked,yes,13,C60234762,Leased,no,28/03/1992
DEHAM002,HAMU6129738,20PC,FLAT-RACK,1,Not Blocked,no,16,C61619525,Leased,no,29/06/2010
DEHAM002,SCMU7293716,20PC,FLAT-RACK,1,Not Blocked,no,51,C80893735,Leased,no,08/08/2004
DEHAM002,TLEU7141650,20PC,FLAT-RACK,1,Not Blocked,no,40,C96164372,Leased,no,29/05/1995
DEHAM002,MRKU9737718,20PC,FLAT-RACK,1,Not Blocked,no,20,C84785970,Leased,no,30/01/2019
DEHAM002,HLBU5611012,20PC,FLAT-RACK,1,Not Blocked,yes,59,C68198794,Leased,no,12/06/1990
DEHAM002,SCMU4067172,20PC,FLAT-RACK,1,Not Blocked,no,13,C76281160,Leased,no,18/01/1987
DEHAM002,MRKU1071558,20PC,FLAT-RACK,1,Not Blocked,yes,79,C75234345,Leased,no,26/08/2002
DEHAM002,MRKU3721612,20PC,FLAT-RACK,1,Not Blocked,yes,8,C98179179,Leased,no,22/02/2009
DEHAM002,CSNU3227174,20PC,FLAT-RACK,1,Not Blocked,yes,61,C88973052,Leased,no,19/09/1986
DEHAM002,CSQU7147156,20PC,FLAT-RACK,1,Not Blocked,yes,9,C60822570,Leased,no,09/10/2016
DEHAM002,CSQU2128968,20PC,FLAT-RACK,1,Not Blocked,yes,0,C65426293,Leased,no,21/04/1995
DEHAM002,HLBU9367144,20PC,FLAT-RACK,1,Not Blocked,no,68,C76389212,Leased,no,07/06/1992
DEHAM002,COZU4849609,20PC,FLAT-RACK,1,Not Blocked,no,62,C65504177,Leased,no,08/01/1991
DEHAM002,MRKU4918690,20PC,FLAT-RACK,1,Not Blocked,yes,84,C13406228,Leased,no,05/07/2008
DEHAM002,HLXU9885124,20PC,FLAT-RACK,1,Out of Fleet,yes,1,C59106980,Leased,no,17/12/1998
DEHAM002,CSNU8982715,20PC,FLAT-RACK,1,Not Blocked,no,51,C76724336,Leased,no,29/10/2005
DEHAM002,HAMU1291562,20PC,FLAT-RACK,1,Not Blocked,no,12,C73131893,Leased,no,04/07/1989
DEHAM002,TLEU3678312,20PC,FLAT-RACK,1,Not Blocked,no,25,C61746282,Leased,no,04/08/2011
DEHAM002,ITAU2053771,20PC,FLAT-RACK,1,Not Blocked,no,92,C33097199,Leased,no,23/08/1985
DEHAM002,TLEU4434965,40PC,FLAT-RACK,2,Not Blocked,no,98,C76110786,Leased,no,04/09/2016
DEHAM002,CJYU6124601,40PC,FLAT-RACK,2,Out of Fleet,no,49,C14705510,Leased,no,19/03/2017
DEHAM002,CJYU6994991,40PC,FLAT-RACK,2,Not Blocked,no,32,C21341556,Leased,no,04/09/2000
DEHAM002,COZU1972129,40PC,FLAT-RACK,2,Not Blocked,no,55,C58548048,Leased,no,19/07/1999
DEHAM002,CSNU2573718,40PC,FLAT-RACK,2,Not Blocked,yes,3,C44178056,Leased,no,27/07/1992
DEHAM002,SCMU1697249,40PC,FLAT-RACK,2,Out of Fleet,yes,65,C51136324,Leased,no,23/12/2009
DEHAM002,TLEU1253431,40PC,FLAT-RACK,2,Not Blocked,no,78,C33116516,Leased,no,06/11/1985
DEHAM002,MSAU6949723,40PC,FLAT-RACK,2,Not Blocked,no,90,C51435521,Leased,no,16/05/2007
DEHAM002,HLBU3567127,40PC,FLAT-RACK,2,Not Blocked,no,50,C27503401,Leased,no,02/02/1997
DEHAM002,MRKU9718956,40PW,HC_PALLET_WIDE,2,Not Blocked,no,45,C99675575,Leased,no,18/12/2000
DEHAM002,ITAU8070492,40PW,HC_PALLET_WIDE,2,Not Blocked,no,9,C10968399,Leased,no,22/08/1985
DEHAM002,HPJU1209090,40PW,HC_PALLET_WIDE,2,Not Blocked,yes,42,C40392128,Leased,no,13/01/2006
DEHAM002,MSWU5397271,45PW,HC_PALLET_WIDE,2,Not Blocked,yes,56,C20780618,Leased,no,14/01/2017
DEHAM002,HLBU2492502,45PW,HC_PALLET_WIDE,2,Out of Fleet,no,62,C33950623,Leased,no,25/03/1985
DEHAM002,MSAU4946006,45PW,HC_PALLET_WIDE,2,Not Blocked,yes,41,C82090959,Leased,no,09/05/2016
DEHAM002,CSQU5927714,45PW,HC_PALLET_WIDE,2,Not Blocked,no,75,C88481177,Leased,no,19/12/2017
DEHAM002,CJYU7170506,45PW,HC_PALLET_WIDE,2,Not Blocked,yes,44,C76231104,Leased,no,25/06/2002
DEHAM002,TLEU4588471,45PW,HC_PALLET_WIDE,2,Not Blocked,no,68,C40282866,Leased,no,02/01/2016
DEHAM002,SCMU7571456,45PW,HC_PALLET_WIDE,2,Not Blocked,no,16,C75278794,Leased,no,30/10/2008
DEHAM002,HAMU1261864,45PW,HC_PALLET_WIDE,2,Not Blocked,no,100,C19678609,Leased,no,27/05/2001
DEHAM002,HLBU8067194,45PW,HC_PALLET_WIDE,2,Not Blocked,yes,32,C40523916,Leased,no,14/12/1990
DEHAM002,MSFU7129937,20KL,TANK,1,Not Blocked,no,20,C38766288,Leased,no,15/04/2017
DEHAM002,CSQU7212277,20KL,TANK,1,Not Blocked,no,46,C72156670,Leased,no,18/01/1983
DEHAM002,HPJU5912749,20KL,TANK,1,Not Blocked,yes,58,C95909741,Leased,no,19/02/1980
DEHAM002,HLBU2803719,20KL,TANK,1,Not Blocked,no,82,C53201965,Leased,no,13/08/2015
DEHAM002,SCMU4177114,20KL,TANK,1,Not Blocked,yes,13,C51066445,Leased,no,30/10/2002
DEHAM002,ITAU4949482,20KL,TANK,1,Not Blocked,no,41,C87869595,Leased,no,24/05/2006
DEHAM002,HPJU4184994,20KL,TANK,1,Not Blocked,no,34,C94008813,Leased,no,09/09/2012
DEHAM002,SCMU1497403,20KL,TANK,1,Not Blocked,no,26,C55678255,Leased,no,31/03/1995
DEHAM002,ITAU3827499,20KL,TANK,1,Not Blocked,yes,52,C93560119,Leased,no,12/07/1984
DEHAM002,MRKU3479491,20KL,TANK,1,Not Blocked,yes,66,C19172775,Leased,no,10/12/2006
DEHAM002,HAMU3493925,20KL,TANK,1,Not Blocked,no,13,C14782855,Leased,no,04/08/1980
DEHAM002,ITAU7035312,20KL,TANK,1,Not Blocked,yes,3,C53717801,Leased,no,09/01/2007
DEHAM002,HLBU9771155,20KL,TANK,1,Not Blocked,no,33,C90215355,Leased,no,03/01/2015
DEHAM002,HAMU8188715,20KL,TANK,1,Damaged,yes,62,C91130690,Leased,no,02/05/1994
DEHAM002,HLBU1272583,20KL,TANK,1,Not Blocked,no,55,C56520058,Leased,no,27/06/1990
DEHAM002,MSWU7347110,20KL,TANK,1,Not Blocked,yes,50,C31593048,Leased,no,29/09/1988
DEHAM002,MSAU8811211,20KL,TANK,1,Damaged,yes,13,C98928343,Leased,no,28/03/1987
DEHAM003,ITAU1312145,20GP,STANDARD,1,Not Blocked,no,71,C47269406,Leased,no,08/09/2012
DEHAM003,HLXU9532710,20GP,STANDARD,1,Not Blocked,yes,11,C15851468,Leased,no,01/11/1979
DEHAM003,ITAU7612884,20GP,STANDARD,1,Not Blocked,yes,45,C78719773,Leased,no,10/04/1988
DEHAM003,HAMU8494669,20GP,STANDARD,1,Not Blocked,no,86,C31264860,Leased,no,17/12/1983
DEHAM003,MSWU4304924,20GP,STANDARD,1,Out of Fleet,no,77,C34678113,Leased,no,25/12/1994
DEHAM003,ITAU4904703,20GP,STANDARD,1,Not Blocked,no,86,C88069459,Leased,no,27/11/2009
DEHAM003,CSNU1889126,20GP,STANDARD,1,Not Blocked,no,97,C77928904,Leased,no,27/04/2001
DEHAM003,HPJU3007190,20GP,STANDARD,1,Not Blocked,no,93,C17445261,Leased,no,24/12/1989
DEHAM003,HAMU8997349,20GP,STANDARD,1,Not Blocked,no,48,C69540648,Leased,no,23/01/2015
DEHAM003,COZU2951289,20GP,STANDARD,1,Not Blocked,no,8,C66927804,Leased,no,23/08/2001
DEHAM003,SCMU4971457,20GP,STANDARD,1,Not Blocked,no,18,C86798701,Leased,no,30/05/1985
DEHAM003,TLEU4957987,20GP,STANDARD,1,Not Blocked,yes,47,C57020473,Leased,no,22/08/2003
DEHAM003,HAMU3271801,20GP,STANDARD,1,Not Blocked,yes,17,C76254782,Leased,no,19/04/1990
DEHAM003,CSQU1232974,20GP,STANDARD,1,Not Blocked,no,56,C51333557,Leased,no,29/09/1983
DEHAM003,MSFU5126455,20GP,STANDARD,1,Not Blocked,yes,73,C67543749,Leased,no,17/11/2004
DEHAM003,HAMU8414997,20GP,STANDARD,1,Not Blocked,yes,83,C41738093,Leased,no,22/10/1996
DEHAM003,TLEU5063120,20GP,STANDARD,1,Not Blocked,yes,47,C99821467,Leased,no,26/04/2008
DEHAM003,HPJU4212553,20GP,STANDARD,1,Not Blocked,yes,7,C20231082,Leased,no,28/12/2001
DEHAM003,HLBU6491405,20GP,STANDARD,1,Not Blocked,yes,87,C19320648,Leased,no,04/10/2013
DEHAM003,ITAU3397197,20GP,STANDARD,1,Not Blocked,yes,59,C26059214,Leased,no,05/06/2013
DEHAM003,HLXU9227125,20GP,STANDARD,1,Not Blocked,yes,71,C63058934,Leased,no,26/11/2015
DEHAM003,TLEU7189416,20GP,STANDARD,1,Not Blocked,yes,83,C49330429,Leased,no,06/12/2003
DEHAM003,MSAU8711936,40GP,STANDARD,2,Not Blocked,no,28,C91155362,Leased,no,13/08/2009
DEHAM003,CJYU9045771,40GP,STANDARD,2,Not Blocked,yes,51,C77729622,Leased,no,15/10/2006
DEHAM003,MSFU6054912,40HC,STANDARD,2,Not Blocked,yes,8,C65204642,Leased,no,24/01/1997
DEHAM003,HLBU5713722,40HC,STANDARD,2,Not Blocked,yes,18,C84672236,Leased,no,30/06/1979
DEHAM003,TLEU7188969,40HC,STANDARD,2,Not Blocked,yes,54,C81076822,Leased,no,12/06/2002
DEHAM003,HLBU3271255,40HC,STANDARD,2,Not Blocked,no,6,C58113691,Leased,no,02/03/1985
DEHAM003,HPJU1012551,40HC,STANDARD,2,Not Blocked,yes,54,C92603321,Leased,no,16/09/2011
DEHAM003,HLXU1401251,40HC,STANDARD,2,Not Blocked,yes,72,C51356686,Leased,no,10/07/1983
DEHAM003,HLXU6092171,40HC,STANDARD,2,Not Blocked,yes,44,C33393167,Leased,no,23/04/2019
DEHAM003,SCMU9184946,40HC,STANDARD,2,Not Blocked,no,13,C41232236,Leased,no,06/06/2004
DEHAM003,CSQU2618871,40HC,STANDARD,2,Not Blocked,no,74,C97682253,Leased,no,04/09/1980
DEHAM003,SCMU4129003,45HC,STANDARD,2,Not Blocked,yes,20,C19974255,Leased,no,07/09/1993
DEHAM003,MSWU5349639,45HC,STANDARD,2,Not Blocked,yes,0,C68846460,Leased,no,27/09/1994
DEHAM003,CSQU9769771,45HC,STANDARD,2,Not Blocked,no,4,C20039151,Leased,no,24/03/1988
DEHAM003,MSWU5249692,45HC,STANDARD,2,Out of Fleet,yes,95,C22611561,Leased,no,09/03/1986
DEHAM003,MSAU5777147,45HC,STANDARD,2,Not Blocked,no,38,C31419341,Leased,no,24/11/1990
DEHAM003,HLXU9442714,45HC,STANDARD,2,Not Blocked,yes,78,C95695380,Leased,no,11/03/1984
DEHAM003,HAMU1887117,45HC,STANDARD,2,Not Blocked,yes,24,C54599650,Leased,no,13/05/2005
DEHAM003,MSAU7138991,45HC,STANDARD,2,Not Blocked,no,53,C80277255,Leased,no,24/11/2003
DEHAM003,HLXU7066871,45HC,STANDARD,2,Not Blocked,no,71,C14006086,Leased,no,23/01/1985
DEHAM003,TLEU8261071,45HC,STANDARD,2,Not Blocked,no,89,C40417910,Leased,no,06/03/1991
DEHAM003,CSQU1713336,45HC,STANDARD,2,Not Blocked,yes,33,C99961813,Leased,no,17/06/2001
DEHAM003,HPJU6071929,45HC,STANDARD,2,Not Blocked,yes,82,C79095599,Leased,no,26/01/1993
DEHAM003,CJYU9975871,45HC,STANDARD,2,Not Blocked,yes,34,C11993658,Leased,no,14/11/2019
DEHAM003,HLXU7497970,45HC,STANDARD,2,Not Blocked,yes,32,C81374428,Leased,no,21/11/1998
DEHAM003,HPJU4956910,45HC,STANDARD,2,Not Blocked,no,4,C48892708,Leased,no,29/12/2012
DEHAM003,TLEU3325498,45HC,STANDARD,2,Not Blocked,no,92,C67829557,Leased,no,10/10/2013
DEHAM003,HLBU7262249,45HC,STANDARD,2,Out of Fleet,no,58,C73033037,Leased,no,29/06/2012
DEHAM003,HLXU3127483,45HC,STANDARD,2,Not Blocked,yes,89,C82074004,Leased,no,20/08/2009
DEHAM003,MSAU4661218,45HC,STANDARD,2,Not Blocked,yes,86,C99215617,Leased,no,05/05/1987
DEHAM003,COZU9493167,45HC,STANDARD,2,Not Blocked,yes,32,C59077004,Leased,no,06/07/1984
DEHAM003,SCMU3101710,20RE,REEFER,1,Not Blocked,yes,75,C33099231,Leased,no,26/11/1988
DEHAM003,MSAU2849601,20RE,REEFER,1,Not Blocked,no,6,C38408297,Leased,no,20/08/2018
DEHAM003,MSWU8710540,20RE,REEFER,1,Not Blocked,yes,44,C24750021,Leased,no,29/09/2019
DEHAM003,HLXU6871013,20RE,REEFER,1,Not Blocked,yes,78,C69491920,Leased,no,15/01/1991
DEHAM003,CSNU3090123,20RE,REEFER,1,Not Blocked,yes,47,C30331636,Leased,no,04/02/1979
DEHAM003,ITAU6171824,20RE,REEFER,1,Out of Fleet,yes,41,C10726130,Leased,no,17/10/1994
DEHAM003,MSWU8458499,40RH,REEFER,2,Not Blocked,no,58,C91742948,Leased,no,19/10/1982
DEHAM003,HPJU7184707,40RH,REEFER,2,Not Blocked,yes,22,C40117741,Leased,no,25/02/1984
DEHAM003,CJYU2671241,40RH,REEFER,2,Out of Fleet,no,11,C46163318,Leased,no,04/07/2000
DEHAM003,CJYU4144913,40RH,REEFER,2,Not Blocked,no,50,C93333224,Leased,no,15/10/1991
DEHAM003,MRKU2871278,40RH,REEFER,2,Not Blocked,yes,9,C74978697,Leased,no,07/04/2008
DEHAM003,CSNU6989412,40RH,REEFER,2,Not Blocked,no,75,C39024901,Leased,no,08/08/2016
DEHAM003,HAMU5152349,40RH,REEFER,2,Not Blocked,no,96,C34958313,Leased,no,24/02/2011
DEHAM003,HPJU4906481,40RH,REEFER,2,Damaged,no,30,C84983759,Leased,no,19/09/1987
DEHAM003,HLBU1215899,40RH,REEFER,2,Not Blocked,yes,17,C86165345,Leased,no,26/12/1985
DEHAM003,HAMU8491894,45RH,REEFER,2,Not Blocked,no,32,C22300069,Leased,no,02/03/1981
DEHAM003,HPJU8731219,20OT,OPEN_TOP,1,Not Blocked,yes,62,C66038781,Leased,no,15/03/2006
DEHAM003,MSWU6144909,20OT,OPEN_TOP,1,Not Blocked,no,36,C90144649,Leased,no,10/11/2002
DEHAM003,CSQU1715929,20OT,OPEN_TOP,1,Not Blocked,yes,65,C42156195,Leased,no,29/12/2014
DEHAM003,COZU7649089,20OT,OPEN_TOP,1,Not Blocked,yes,53,C88927830,Leased,no,11/09/1993
DEHAM003,ITAU4626710,20OT,OPEN_TOP,1,Not Blocked,yes,87,C65733342,Leased,no,01/06/2002
DEHAM003,TLEU2718929,20OT,OPEN_TOP,1,Not Blocked,yes,5,C34809324,Leased,no,03/07/2008
DEHAM003,HLBU7671513,20OT,OPEN_TOP,1,Not Blocked,no,97,C58034674,Leased,no,27/08/1980
DEHAM003,HLXU1202281,20OT,OPEN_TOP,1,Damaged,no,28,C73253711,Leased,no,12/02/2018
DEHAM003,ITAU1505412,20OT,OPEN_TOP,1,Not Blocked,yes,96,C33277909,Leased,no,04/09/1997
DEHAM003,ITAU4956611,20OT,OPEN_TOP,1,Not Blocked,no,8,C22942492,Leased,no,06/04/1998
DEHAM003,CJYU6843711,20OT,OPEN_TOP,1,Not Blocked,no,13,C46749498,Leased,no,31/03/1996
DEHAM003,HLXU3512927,20OT,OPEN_TOP,1,Not Blocked,no,68,C32057560,Leased,no,25/11/2001
DEHAM003,MSWU8071801,40OT,OPEN_TOP,2,Not Blocked,no,33,C60912222,Leased,no,21/09/1991
DEHAM003,SCMU6971315,40OT,OPEN_TOP,2,Not Blocked,yes,77,C60601321,Leased,no,30/04/1995
DEHAM003,MSFU3385212,40OT,OPEN_TOP,2,Not Blocked,yes,70,C74567673,Leased,no,11/03/2005
DEHAM003,HAMU7477109,40OT,OPEN_TOP,2,Not Blocked,yes,39,C99192956,Leased,no,01/07/1989
DEHAM003,HPJU7119672,40OT,OPEN_TOP,2,Not Blocked,yes,55,C32463893,Leased,no,06/03/2004
DEHAM003,MSAU5126336,40OT,OPEN_TOP,2,Not Blocked,yes,5,C76472688,Leased,no,01/06/1990
DEHAM003,HAMU6537271,40OT,OPEN_TOP,2,Not Blocked,yes,6,C84826950,Leased,no,17/12/1993
DEHAM003,HLBU3649666,40OT,OPEN_TOP,2,Not Blocked,no,21,C16435482,Leased,no,04/01/1986
DEHAM003,MSAU8494960,40OT,OPEN_TOP,2,Not Blocked,yes,100,C97956222,Leased,no,16/09/2016
DEHAM003,ITAU1649452,40OT,OPEN_TOP,2,Not Blocked,no,81,C97199906,Leased,no,10/04/2014
DEHAM003,CSNU5501291,40OT,OPEN_TOP,2,Not Blocked,yes,92,C78810763,Leased,no,21/11/2014
DEHAM003,HLBU7911217,40OT,OPEN_TOP,2,Not Blocked,yes,49,C45909848,Leased,no,05/08/2010
DEHAM003,HLBU1245846,40OT,OPEN_TOP,2,Out of Fleet,no,45,C28791531,Leased,no,05/11/1984
DEHAM003,MSFU9880949,40OT,OPEN_TOP,2,Not Blocked,no,22,C66548903,Leased,no,15/09/2008
DEHAM003,HLBU1258432,40OT,OPEN_TOP,2,Not Blocked,no,72,C49041434,Leased,no,10/03/2012
DEHAM003,ITAU7758122,20PC,FLAT-RACK,1,Damaged,yes,31,C74751380,Leased,no,28/07/1986
DEHAM003,TLEU3212395,20PC,FLAT-RACK,1,Not Blocked,no,86,C34461895,Leased,no,10/04/2003
DEHAM003,HPJU2327109,20PC,FLAT-RACK,1,Not Blocked,yes,7,C95744428,Leased,no,15/12/1993
DEHAM003,HAMU6793717,20PC,FLAT-RACK,1,Not Blocked,no,21,C34130831,Leased,no,22/04/2006
DEHAM003,HLBU1055449,20PC,FLAT-RACK,1,Not Blocked,yes,92,C48721133,Leased,no,25/12/2008
DEHAM003,HLXU7107951,20PC,FLAT-RACK,1,Not Blocked,yes,57,C25027241,Leased,no,15/06/2009
DEHAM003,CSNU2812281,20PC,FLAT-RACK,1,Damaged,yes,63,C89545149,Leased,no,04/12/2015
DEHAM003,TLEU9924127,20PC,FLAT-RACK,1,Out of Fleet,no,93,C61362812,Leased,no,15/12/1997
DEHAM003,CSQU8167118,20PC,FLAT-RACK,1,Damaged,no,78,C55909111,Leased,no,05/11/1979
DEHAM003,MSAU9354905,20PC,FLAT-RACK,1,Not Blocked,yes,91,C93717879,Leased,no,16/11/1996
DEHAM003,CJYU9295120,20PC,FLAT-RACK,1,Not Blocked,yes,13,C93823776,Leased,no,25/02/2005
DEHAM003,HPJU6831240,20PC,FLAT-RACK,1,Out of Fleet,no,62,C12803320,Leased,no,03/09/2013
DEHAM003,ITAU7549803,20PC,FLAT-RACK,1,Not Blocked,no,46,C97760572,Leased,no,14/06/1992
DEHAM003,MSFU3927131,40PC,FLAT-RACK,2,Not Blocked,yes,77,C33741527,Leased,no,20/01/2002
DEHAM003,SCMU7194867,40PC,FLAT-RACK,2,Not Blocked,yes,68,C90813991,Leased,no,16/02/2018
DEHAM003,HAMU1982713,40PC,FLAT-RACK,2,Not Blocked,no,26,C79968239,Leased,no,29/12/1992
DEHAM003,CSNU7514312,40PC,FLAT-RACK,2,Not Blocked,no,76,C75003535,Leased,no,16/10/2011
DEHAM003,CJYU3301296,40PC,FLAT-RACK,2,Not Blocked,no,4,C77138126,Leased,no,04/03/2003
DEHAM003,TLEU9360371,40PC,FLAT-RACK,2,Not Blocked,yes,68,C70242088,Leased,no,15/10/1997
DEHAM003,HLBU4974138,40PC,FLAT-RACK,2,Not Blocked,yes,1,C94428307,Leased,no,11/01/1993
DEHAM003,HLBU1263485,40PC,FLAT-RACK,2,Not Blocked,no,42,C15723391,Leased,no,26/12/1988
DEHAM003,HPJU7119013,40PC,FLAT-RACK,2,Not Blocked,yes,42,C20685201,Leased,no,12/10/2015
DEHAM003,TLEU4871989,40PC,FLAT-RACK,2,Not Blocked,yes,80,C48363057,Leased,no,18/12/1993
DEHAM003,SCMU9371654,40PW,HC_PALLET_WIDE,2,Not Blocked,no,66,C21946293,Leased,no,05/10/1986
DEHAM003,TLEU4993623,40PW,HC_PALLET_WIDE,2,Not Blocked,no,56,C68446614,Leased,no,15/07/1984
